EAR,MAR,CIR,MOE,PITCH,ROLL,YAW,Subject,Label
-29.622913800448682,5.120414609396562,0.39659615061132325,7.798019417696473,-16.18845970780123,0.15904326470453314,-3.683588699625453,2,1
-35.251042515324116,4.235603244183399,-0.20600106085666814,7.398497980869627,-16.48710963635288,1.1106453054717382,-6.274051748614913,2,1
1.6540816609248257,5.287540504487599,0.21136969518728138,5.130979560863755,-17.01766326345421,1.3081643396821039,-7.108814411033182,2,1
14.04778628078524,4.282553077508509,1.069328068035983,3.1274760278826426,-16.135446838316916,1.050373352439114,-6.417516162325829,2,1
-106.12222987712862,4.933330033931747,-2.530252652355533,16.437624734119982,-15.150283286538643,0.2440063289217891,-5.177332297275629,2,1
-180.9089354006393,3.9647277738544977,-5.181836785096094,27.782568290058823,-16.092680321785302,0.9421116152614472,-8.261916942005056,2,1
9.190740718347646,3.13180649080028,0.12687468952421857,2.388992650640735,-15.155427099597302,1.4996385253466844,-10.129091417834717,2,1
44.767177903378105,2.020009342899958,1.3242196934084305,-1.228983236952411,-13.025063792232794,2.5906617493663324,-13.824851281641303,2,1
2.9658149982891975,1.3815344429829708,-0.38356726850624046,1.148231467980135,-14.059984130948127,1.6834405550139713,-13.614308617283235,2,1
12.839318936259906,1.7424905695522486,-0.8972201780011902,0.7552286343749575,-13.504488822421944,2.022173056107736,-11.93750373241871,2,1
-28.913874377750627,1.493912601568832,-2.379139948419787,3.886385765583526,-14.668809222343654,1.924653692783322,-12.434726452970953,2,1
-18.03350085764876,3.0442344604181506,-0.46935088150728194,4.554960999415649,-13.892089041181972,1.3698423208388706,-10.558067697092048,2,1
-30.12142214641841,0.44438918163673263,-1.3038806181780485,2.8779062249046174,-15.50394968377445,2.259830431155882,-13.697437477164733,2,1
-22.72979945731501,5.330543004195121,-0.4185449746498356,7.360737059711875,-15.562445131999155,0.19518717378133096,-2.182285093092731,2,1
1.4685810621005801,3.0725739954214917,-0.9182362638612241,2.9447710347715184,-15.787458522353706,2.4014552536126645,-9.203241979441476,2,1
-49.16252363832795,4.025071939682497,-2.390033216050104,8.558076336729352,-16.96024849521705,1.8409627824985897,-7.0960373945286435,2,1
-16.159957014364032,4.418001290099,0.34640497373245394,5.808304206545051,-16.00749643914102,0.8391176400312947,-3.3179754874469194,2,1
-22.08525628366674,4.482524536022332,-0.61637104933833,6.4144435718349335,-15.864650465309222,0.7802149689341144,-3.565686074036676,2,1
-14.986755606324795,2.9414498196666368,-1.6969773426894714,4.184400098231907,-14.909755985509516,1.9886135546246175,-9.485164621732345,2,1
28.05974394318588,1.7905311895459026,0.4577930322105264,-0.3006687243386732,-13.630770800510186,2.124988853739703,-12.396212060434864,2,1
-15.935974631130591,2.087852811952901,-0.3154014552251007,3.3865356834964544,-14.982236363917313,1.931083751358433,-11.30271210831395,2,1
-16.815144711397725,2.3591449186264146,-1.5601609887966892,3.7412172422482444,-14.907213932225478,1.9284179143996345,-10.328838200688535,2,1
-16.346645563074848,2.8735020807950242,-0.15849496911030722,4.231786926571883,-16.293389118668152,2.0256271082782544,-10.816819720344599,2,1
-47.39946447331689,2.028215334721866,-3.6754693474920574,6.172979609915944,-14.916566943697651,2.043708894411224,-10.497466265576055,2,1
-47.247309603862384,2.0737891720632944,-2.780847164825585,6.208530888255999,-15.831657102928173,2.3724585084882763,-11.524311289975437,2,1
-47.61709397276636,2.8513346325009326,-1.3513573207517073,7.103308415582098,-16.363567056797113,2.2144324000768885,-12.092555315097698,2,1
-28.74825608704394,2.8513346325009326,-0.9547230667650574,5.309795472605286,-16.14654974297705,2.311941972320379,-11.969758767782672,2,1
-46.706297188812776,4.771355872754655,-2.3169602253237476,9.129716556619885,-15.672393262736689,1.7503208589910713,-10.103333612261656,2,1
36.876085823578606,6.0712559347790656,0.21220409093179926,3.059222398535084,-15.482499439397744,0.408289333886626,0.9471386957836236,2,1
-10.35758967161427,7.648894520272675,-1.541530474467679,8.584919425273368,-14.230085628560138,-0.9111409594457044,5.445257429555332,2,1
32.038954742211246,6.833395496948465,1.5489247701475304,4.141155368812134,-14.422709850194352,-0.3922516950511161,2.778238823670395,2,1
2.5812442868847785,6.2665998055102525,0.48209175714159097,6.023310760680725,-14.245664074399446,-0.18143730943387132,3.635605410218912,2,1
-41.29454142503624,5.635481961796481,-1.5008697758906862,9.517495424470754,-14.825675777097421,-0.33288043681494245,3.2872558368588933,2,1
-54.74845135073661,4.969797541078628,-1.2979684689849564,10.200144294949258,-14.87759662172344,0.6377729248444175,0.10460234486710611,2,1
-9.8146987241792,7.285306333797564,-0.3280748612482235,8.163711874278713,-14.527818350256084,-0.5423251914680526,2.3884004574901665,2,1
-11.420667887604896,4.939388015530277,-0.5662677799760807,5.919309415759138,-14.987904736066886,0.39925525893411046,-0.20613212139526707,2,1
-29.919880464211605,6.145194758830566,-0.9040550755928568,8.915144232602978,-15.885746468880285,0.32745348264829577,-0.6508017897469356,2,1
9.055138917711131,5.289091534571481,0.47962560834210166,4.51164807517702,-14.8520653567405,1.0008649966241223,-2.4512146757517015,2,1
-250.55910475030078,4.2292612060978945,-6.582005495381686,47.120350419485,-15.158698413722735,1.7928449769014323,-8.632122678294598,2,1
-67.5652243527842,4.2482574157105395,-2.158847886807457,10.789877253720716,-16.834101591621266,1.7815333153821264,-8.223172731585507,2,1
-12.429817835157095,1.7375673666030473,-0.8915422154173054,2.733607682628204,-17.744558895435,2.9178663657084236,-13.547843033324744,2,1
-93.07483471346472,4.423855896215897,-3.9912227654025103,14.061601778252545,-17.042594737173005,2.018979167103708,-10.505957342876544,2,1
